id,var_name_Jpn,var_name_Eng,columm_letter,address
129,夕食後に間食することが週3回ある.回答_はい(40〜74歳)2014,Snacks_three_times_a_week_after_dinner_binary_2014,DY,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000177221_00008.html
130,肉類_2014,Meat_2014,DZ,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
131,魚介類_2014,Seafood_2014,EA,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
132,牛乳_2014,Milk_2014,EB,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
133,乳製品_2014,Dairy_2014,EC,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
134,卵_2014,Egg_2014,ED,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
135,大豆_2014,Soybean_2014,EE,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E5%93%81%E7%9B%AE%E5%88%86%E9%A1%9E%E3%80%80%E7%AC%AC11%E8%A1%A8&layout=dataset&stat_infid=000032048960&file_type=0
136,一定のバリアフリー化率_2018,Usual_barrier_free_rate_2018,EF,https://www.stat.go.jp/data/jyutaku/2018/pdf/kouzou_gaiyou.pdf
137,高度のバリアフリー化率_2018,High_barrier_free_rate_2018,EG,https://www.stat.go.jp/data/jyutaku/2018/pdf/kouzou_gaiyou.pdf
138,バリアフリー_手すりがある2018,High_barrier_free_handrails_2018,EH,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001133983&tclass2=000001133985&stat_infid=000031904792&tclass3val=0
139,バリアフリー_廊下などが車いすで通行可能な幅2018,barrier_free_wheelchairs_pass_Width,EI,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001133983&tclass2=000001133985&stat_infid=000031904792&tclass3val=0
140,バリアフリー_段差のない屋内2018,barrier_free_no_steps_2013,EJ,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200522&tstat=000001127155&cycle=0&tclass1=000001133983&tclass2=000001133985&stat_infid=000031904792&tclass3val=0
141,総実労働時間_2016,Total_working_hours_2016,EK,https://www.mhlw.go.jp/toukei/itiran/roudou/monthly/r01/year.html
142,現金給与総額_2016,Total_salary_2016,EL,https://www.mhlw.go.jp/toukei/itiran/roudou/monthly/r01/year.html
143,生鮮肉(世帯数消費支出)_2014,Fish_meat_consumption_2014,EM,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
144,生鮮肉(世帯数消費支出)_2015,Fish_meat_consumption_2015,EN,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20190&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
145,生鮮肉(世帯数消費支出)_2016,Fish_meat_consumption_2016,EO,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20200&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
146,生鮮肉平均_世帯数消費支出(2014〜2016）,Fish_meat_consumption_avg_2014_2016,EP,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
147,菓子類(世帯数消費支出)_2014,Confectionery_consumption_2014,EQ,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
148,菓子類(世帯数消費支出)_2015,Confectionery_consumption_2015,ER,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20190&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
149,菓子類(世帯数消費支出)_2016,Confectionery_consumption_2016,ES,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20200&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
150,菓子類平均_世帯数消費支出(2014〜2016）,Confectionery_consumption_avg_2014_2016,ET,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
151,果物(世帯数消費支出)_2014,Fruits_consumption_2014,EU,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
152,果物(世帯数消費支出)_2015,Fruits_consumption_2015,EV,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20190&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
153,果物(世帯数消費支出)_2016,Fruits_consumption_2016,EW,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20200&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
154,果物平均_世帯数消費支出(2014〜2016）,Fruit_consumption_avg_2014_2016,EX,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00200561&tstat=000000330001&cycle=7&year=20180&month=0&tclass1=000000330001&tclass2=000000330019&tclass3=000000330020&result_back=1&tclass4val=0
155,全国学力・学習状況(公立学校数)(中学校)_2015,Academic_ability_middle_school_2015,EY,https://www.nier.go.jp/19chousakekkahoukoku/factsheet/19prefecture-City/
156,全国学力・学習状況(公立学校数)(小学生)_2015,Academic_ability_elementary_school_2015,EZ,https://www.nier.go.jp/19chousakekkahoukoku/factsheet/19prefecture-City/
157,う蝕外来総数_2014,Total_Num_of_caries_2014,FA,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
158,歯周疾患(歯肉炎)外来総数_2014,Total_Num_of_periodontal_2014,FB,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
159,骨の密度障害_2014,Bone_density_disorder_2014,FC,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
160,骨折_2014,Fracture_2014,FD,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
161,歯の補てつ_2014,Tooth_supplement_2014,FE,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
162,アルツハイマー等(脳血管疾患)_2014,Alzheimer_dz_2014,FF,https://www.e-stat.go.jp/stat-search/files?page=1&layout=datalist&toukei=00450022&tstat=000001031167&cycle=7&tclass1=000001124800&tclass2=000001124802&tclass3val=0
163,ジニ係数総世帯_2014,Gini_coeff_2014,FG,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E3%82%B8%E3%83%8B%E4%BF%82%E6%95%B0&layout=dataset&toukei=00200564&tstat=000001073908&stat_infid=000031442086&metadata=1&data=1
164,収入ジニ係数勤労世帯_2014,Income_Gini_Coeff_Working_Household_2014,FH,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E3%82%B8%E3%83%8B%E4%BF%82%E6%95%B0&layout=dataset&toukei=00200564&tstat=000001073908&stat_infid=000031442086&metadata=1&data=1
165,野菜摂取量_2016(20歳以上平均値(g/日),Vegetable_intake_2016,FI,https://www.mhlw.go.jp/bunya/kenkou/eiyou/dl/h28-houkoku-07.pdf
166,食塩摂取量_2016(20歳以上平均値(g/日),Salt_intake_2016,FJ,https://www.mhlw.go.jp/bunya/kenkou/eiyou/dl/h28-houkoku-07.pdf
167,BMI平均値_2016(男性20〜69歳)(女性40〜69歳)(単位Kg/㎡),BMI_2016,FK,https://www.mhlw.go.jp/bunya/kenkou/eiyou/dl/h28-houkoku-07.pdf
168,歩数_2016(20歳以上平均値(歩/日),Num_Steps_2016_per_day,FL,https://www.mhlw.go.jp/bunya/kenkou/eiyou/dl/h28-houkoku-07.pdf
